Lat,Lon,Elev.(meters)
-33.4,116.26,217.000
-32.17,116.32,335.000
-32.32,116.28,325.000
-31.15,115.52,55.000
-32.77,115.5,-32768.000
-31.72,116.3,287.000
-33.82,115.22,99.000
-31.42,115.76,62.000
-32.98,115.5,-32768.000
-32.83,115.1,-32768.000
-32.53,115.12,-32768.000
-31.87,115.8,16.000
-32.26,115.46,-32768.000
-31.69,115.2,-32768.000
-31.09,115.42,46.000
-31.48,115.52,-32768.000
-31.24,115.34,-32768.000
-31.57,115.9,97.000
-31.84,115.96,22.000
-31.78,116.52,253.000
-32.8,115.24,-32768.000
-33.28,115.98,238.000
-31.36,115.92,193.000
-31.84,115.2,-32768.000
-33.52,115.42,-32768.000
-33.19,115.2,-32768.000
-32.47,116.3,285.000
-31.36,116.98,253.000
-33.76,115.18,47.000
-33.1,116.28,296.000
-31.27,115.1,-32768.000
-33.34,115.28,-32768.000
-32.23,116.64,298.000
-33.13,115.06,-32768.000
-31.63,115.62,-32768.000
-32.71,115.06,-32768.000
-32.41,115.38,-32768.000
-32.02,116.36,228.000
-31.63,115.8,43.000
-32.17,115.74,-32768.000
-32.56,116.9,360.000
-32.2,116.78,245.000
-31.39,117,262.000
-33.76,115.96,175.000
-33.64,116.92,256.000
-33.97,115.78,91.000
-32.41,115.04,-32768.000
-31.48,115.48,-32768.000
-33.16,115.24,-32768.000
-32.71,115.26,-32768.000
-33.49,115.12,-32768.000
-33.22,116.74,275.000
-32.35,116.4,320.000
-33.73,116.84,241.000
-33.13,115.66,-32768.000
-33.16,116.42,371.000
-32.2,116.56,287.000
-31.69,116.76,202.000
-32.92,115.94,263.000
-32.71,116.7,299.000
-33.31,115.96,281.000
-32.5,115.88,20.000
-31.96,116.54,299.000
-31.33,115.68,31.000
-32.56,116.92,359.000
-33.94,115.64,123.000
-33.46,116.3,262.000
-32.98,115.58,-32768.000
-33.4,116.48,287.000
-33.82,115.88,331.000
-33.55,116,128.000
-33.19,115.7,2.000
-33.34,116.5,322.000
-33.34,115.06,-32768.000
-31.33,116.16,276.000
-33.82,116.3,246.000
-33.76,115.22,45.000
-31.36,116.12,221.000
-31.27,116.54,273.000
-31.81,116.54,275.000
-33.76,115.76,145.000
-33.94,116.52,256.000
-33.88,115.54,134.000
-33.97,115.74,114.000
-31.54,115.48,-32768.000
-31.78,115.16,-32768.000
-32.71,116.94,289.000
-31.84,115.02,-32768.000
-33.88,116.32,281.000
-33.28,116.88,260.000
-32.26,116.86,278.000
-33.88,115.6,109.000
-31.39,116.34,317.000
-32.71,116.86,336.000
-31.93,116.54,277.000
-33.55,115.3,-32768.000
-31.27,116.56,267.000
-33.85,115.34,142.000
-32.35,116.92,335.000
-33.43,115.12,-32768.000
-33.58,115.72,169.000
-33.01,116.88,277.000
-31.15,116.16,302.000
-33.31,115.08,-32768.000
-31.06,117,303.000
-31.21,115.94,223.000
-31.66,116.12,91.000
-33.34,116.94,259.000
-31.33,116.28,307.000
-32.77,116.3,342.000
-31.57,116.16,236.000
-32.92,116.12,368.000
-31.78,116.44,304.000
-31.99,115.84,1.000
-32.53,115.58,-32768.000
-32.02,116.74,332.000
-31.57,116.28,110.000
-33.37,116.98,330.000
-33.94,116.52,256.000
-31.75,115.9,71.000
-31.24,115,-32768.000
-32.32,116.34,304.000
-32.08,116.4,260.000
-32.98,116.56,322.000
-32.71,116.06,273.000
-33.67,116.5,212.000
-33.07,115.46,-32768.000
-31.12,115.94,200.000
-31.33,115.08,-32768.000
-32.98,116.24,301.000
-32.53,115.76,10.000
-33.97,117,295.000
-31.06,115.58,65.000
-33.88,115.44,173.000
-31.99,115,-32768.000
-34,116.6,294.000
-32.62,116.18,307.000
-33.13,116.12,262.000
-32.98,115.2,-32768.000
-32.11,116.26,412.000
-32.86,116.54,278.000
-34,116.48,203.000
-33.4,116.38,297.000
-31.78,116.92,205.000
-32.26,115.18,-32768.000
-32.59,115.14,-32768.000
-33.79,115.12,94.000
-32.92,115.98,315.000
-31.87,115.08,-32768.000
-33.88,115.8,274.000
-33.43,115.76,44.000
-31.06,115.1,-32768.000
-32.17,116.32,335.000
-31.72,115.52,-32768.000
-31.33,116.92,271.000
-31.84,115.76,20.000
-33.64,115.54,41.000
-31.12,116.46,260.000
-31.96,115.64,-32768.000
-32.74,116.4,303.000
-31.66,115.52,-32768.000
-33.01,116.8,363.000
-32.86,116.7,272.000
-31.33,116.38,302.000
-33.73,115.18,34.000
-32.56,116.88,351.000
-31.03,115.58,79.000
-31.15,115.9,196.000
-31.84,116.2,298.000
-32.35,116.42,349.000
-33.73,116.22,252.000
-31.36,115.54,44.000
-31,115.42,119.000
-32.38,116.68,261.000
-32.41,116.36,303.000
-31.15,116.94,295.000
-31.42,115.6,65.000
-33.55,115.54,8.000
-31.09,115.48,39.000
-32.98,115.08,-32768.000
-31.03,115.1,-32768.000
-32.95,116.64,325.000
-33.19,116.94,307.000
-32.29,115.6,-32768.000
-34,116.98,332.000
-32.23,115.24,-32768.000
-32.8,115.18,-32768.000
-33.07,115.94,123.000
-33.1,115.8,19.000
-33.79,116.7,265.000
-31.57,116.66,185.000
-33.61,115.02,-32768.000
-33.13,116.34,292.000
-31.27,115.56,58.000
-33.01,115.5,-32768.000
-33.07,115.5,-32768.000
-33.79,115.62,135.000
-33.16,116.32,285.000
-31.12,115.68,74.000
-33.01,116.72,354.000
-31.06,116.94,294.000
-33.82,116.86,298.000
-32.83,115.76,3.000
-31.66,115.74,65.000
-33.34,116.38,275.000
-32.44,116.72,355.000
-31.36,115.04,-32768.000
-31.93,116.32,262.000
-31.15,115.32,-32768.000
-32.74,116.2,350.000
-31.42,115.54,-32768.000
-32.26,116.48,313.000
-32.83,116.86,265.000
-33.22,116.74,275.000
-31.84,115.7,-32768.000
-33.07,116.18,310.000
-32.44,116.4,313.000
-33.79,115.74,132.000
-31.75,116.82,203.000
-32.2,116.72,265.000
-31.87,116.94,325.000
-31,115.24,-32768.000
-31.66,116.18,70.000
-31.72,116.36,381.000
-33.16,116.46,355.000
-31,115.34,9.000
-31.27,115.26,-32768.000
-33.85,116.16,306.000
-32.68,115.6,-32768.000
-32.02,115.64,-32768.000
-31.24,115.32,-32768.000
-31.42,116.94,255.000
-32.98,115.86,23.000
-32.98,116.86,308.000
-31.63,115.18,-32768.000
-33.85,116.9,321.000
-33.82,115.98,153.000
-33.76,115.08,100.000
-31.81,116.7,243.000
-32.29,116.68,272.000
-34,115.02,65.000
-33.55,116.12,242.000
-33.58,116.84,241.000
-33.34,115.4,-32768.000
-32.41,116.16,289.000
-31.75,116.76,197.000
-31.45,115.88,74.000
-31.36,116.2,293.000
-32.41,115.38,-32768.000
-33.16,115.42,-32768.000
-33.55,115.62,37.000
-31.57,115.68,40.000
-32.86,115.44,-32768.000
-33.82,116.78,271.000
-31.84,115.22,-32768.000
-33.64,116.26,261.000
-33.43,116.46,251.000
-32.05,115.54,-32768.000
-32.56,115.66,-32768.000
-31.24,116.74,210.000
-31.75,115.02,-32768.000
-32.65,116.32,311.000
-33.25,116.18,275.000
-31.66,115.66,-32768.000
-32.35,116.58,268.000
-33.73,115.12,69.000
-32.8,116.42,205.000
-31.21,116.82,257.000
-31.6,116.58,236.000
-31.3,116.98,266.000
-32.14,116.02,80.000
-33.28,115.02,-32768.000
-33.13,116.62,312.000
-33.61,116.8,229.000
-31.69,116.56,318.000
-31.63,115.1,-32768.000
-31.87,116.02,17.000
-33.7,115.48,33.000
-32.29,116.94,240.000
-31.75,116.78,183.000
-31.15,115.22,-32768.000
-31.54,116.7,181.000
-31.75,115.7,-32768.000
-33.61,116.5,235.000
-31.78,116.08,255.000
-33.85,115.04,115.000
-33.88,115.7,158.000
-33.55,115.6,24.000
-33.4,115.68,29.000
-33.67,115.58,53.000
-32.98,116.94,349.000
-32.56,116.8,340.000
-33.58,115.1,-32768.000
-33.97,116.16,203.000
-32.59,116.42,306.000
-31.51,116.54,276.000
-32.17,115.84,27.000
-31.69,116.3,327.000
-32.83,115.72,21.000
-31.27,116.8,225.000
-31.21,115.24,-32768.000
-32.59,116.94,327.000
-33.22,116.94,292.000
-33.1,116.26,342.000
-31.21,115.92,233.000
-32.71,115.84,12.000
-33.04,115.54,-32768.000
-33.04,116.82,342.000
-32.53,115.92,26.000
-33.49,115.68,33.000
-33.67,116.92,241.000
-32.86,117,362.000
-32.05,116.44,264.000
-33.76,115.28,32.000
-33.88,115.06,103.000
-33.52,116.98,277.000
-31.15,116.94,295.000
-31.18,116.28,365.000
-33.22,115.42,-32768.000
-31.96,115.48,-32768.000
-32.02,115.38,-32768.000
-32.62,115.2,-32768.000
-33.97,116.96,274.000
-32.71,116.58,366.000
-33.64,116.02,298.000
-32.59,116.2,307.000
-32.2,115.46,-32768.000
-31.12,116.7,222.000
-31,115.48,78.000
-33.16,115.08,-32768.000
-33.91,115.06,115.000
-34,115.88,331.000
-33.76,116.96,255.000
-33.43,116.9,285.000
-33.46,115.68,31.000
-32.38,116.76,314.000
-31.03,116.68,270.000
-31.54,115,-32768.000
-31.63,115,-32768.000
-32.47,115.48,-32768.000
-31.45,116.84,242.000
-33.55,116.96,243.000
-31.54,115.9,77.000
-31.9,115.22,-32768.000
-33.55,116.62,307.000
-31.45,116.98,238.000
-32.74,115.36,-32768.000
-33.52,116.7,288.000
-31.63,116,38.000
-31.45,115.72,69.000
-33.31,116.96,267.000
-31.54,115.78,69.000
-32.83,115.42,-32768.000
-33.37,116.26,220.000
-31.36,115.34,-32768.000
-33.76,116.44,252.000
-31.9,116.46,312.000
-33.49,115.48,-32768.000
-32.95,116.02,361.000
-33.04,116.76,359.000
-31.42,116,154.000
-31.96,115.32,-32768.000
-33.97,115.56,130.000
-31.63,116.7,157.000
-33.4,116.62,318.000
-31.66,116.26,308.000
-33.94,115.86,272.000
-32.05,116.18,324.000
-33.34,115.82,49.000
-32.23,116.74,309.000
-32.23,115.18,-32768.000
-31.54,116.36,304.000
-31.24,115.56,45.000
-31.63,117,199.000
-31.39,115.52,-32768.000
-31.69,115.2,-32768.000
-33.19,116.44,281.000
-31,115.88,149.000
-33.16,115.56,-32768.000
-33.76,116.56,286.000
-32.77,115.96,143.000
-31.24,116.74,210.000
-32.62,115.86,11.000
-31.45,116.12,250.000
-32.74,116.36,330.000
-31.69,115.86,59.000
-33.7,115,125.000
-33.13,116.16,327.000
-32.26,115.04,-32768.000
-33.16,115.14,-32768.000
-33.46,115.88,279.000
-33.52,115.08,-32768.000
-32.53,115.92,26.000
-31.78,115.3,-32768.000
-31.18,116.56,260.000
-33.22,116.66,317.000
-31.93,115.7,-32768.000
-31.63,115.34,-32768.000
-31.78,115.28,-32768.000
-31.54,116.26,185.000
-33.82,115.32,96.000
-33.52,116.18,272.000
-33.49,115.34,-32768.000
-33.43,115.92,297.000
-32.41,116.5,386.000
-33.46,115.94,268.000
-32.44,116.44,313.000
-33.49,115.68,33.000
-32.5,115.02,-32768.000
-31.63,116.84,225.000
-31.78,115.88,52.000
-31.63,115.1,-32768.000
-33.31,115.86,177.000
-32.26,116.14,371.000
-33.4,116.94,286.000
-33.64,115.78,87.000
-31.03,115.54,58.000
-32.68,115.58,-32768.000
-31.75,115.3,-32768.000
-31.27,116.26,308.000
-33.73,115.56,166.000
-34,115.16,117.000
-32.71,116.24,295.000
-32.11,115.36,-32768.000
-33.73,116.88,282.000
-32.89,115.84,19.000
-32.59,116.68,371.000
-33.22,115.32,-32768.000
-31.78,116.4,281.000
-31.99,116.68,345.000
-33.31,116.88,305.000
-33.4,116.58,263.000
-33.76,115.44,70.000
-32.89,116.28,324.000
-33.19,116.68,313.000
-33.67,115.54,37.000
-32.92,115.74,52.000
-31.03,115.22,-32768.000
-33.1,116.6,363.000
-31.81,116.24,224.000
-33.91,115.78,183.000
-33.34,115.2,-32768.000
-33.22,116.02,219.000
-33.37,115.98,238.000
-33.01,117,296.000
-31.18,116.78,251.000
-31.96,116.14,246.000
-31.63,115.28,-32768.000
-31.63,116.52,221.000
-32.23,115.32,-32768.000
-32.68,115.1,-32768.000
-32.74,116.42,301.000
-31.51,116.62,202.000
-32.2,115.82,31.000
-33.94,115.24,106.000
-32.47,115.66,-32768.000
-32.68,115.12,-32768.000
-32.26,116.48,313.000
-33.31,116.42,346.000
-31.87,116.58,305.000
-31.99,116.14,306.000
-33.61,116.28,246.000
-31.63,115.7,48.000
-33.7,116.86,242.000
-33.76,116.16,243.000
-32.11,116.4,308.000
-32.8,116.04,360.000
-33.04,115.1,-32768.000
-32.62,115.46,-32768.000
-32.95,116.86,325.000
-33.22,115.98,288.000
-32.35,116.74,339.000
-32.17,116.4,275.000
-32.8,115.24,-32768.000
-31.24,116.68,228.000
-32.8,115.2,-32768.000
-31.75,116.18,243.000
-31.18,116.08,221.000
-32.62,116.08,302.000
-33.67,115.08,133.000
-31.78,116.1,293.000
-33.79,116.48,221.000
-31.6,115.28,-32768.000
-32.89,115.8,12.000
-33.04,115.5,-32768.000
-31.78,116.44,304.000
-32.23,116.16,246.000
-33.16,115.58,-32768.000
-32.74,115.38,-32768.000
-33.91,116.36,252.000
-31.63,115.68,28.000
-31.21,115.88,221.000
-31.06,116.08,239.000
-33.79,116.74,306.000
-31.27,115.88,228.000
-31,115.36,50.000
-31.21,116.3,354.000
-31.6,115.12,-32768.000
-32.62,116.44,347.000
-31.06,115.32,-32768.000
-31.33,116.58,249.000
-32.89,116.44,338.000
-34,115.94,316.000
-31.99,116.3,204.000
-33.01,115.86,20.000
-31.69,116.4,348.000
-33.58,115.24,-32768.000
-32.02,116.38,265.000
-32.32,115.22,-32768.000
-32.32,116.46,357.000
-31.24,115.94,194.000
-33.67,116.1,287.000
-32.17,116.68,294.000
-32.32,116.82,257.000
-33.79,115.14,100.000
-31.42,116.06,170.000
-33.28,116.94,287.000
-32.71,115.44,-32768.000
-31.36,115.5,-32768.000
-31.96,115.2,-32768.000
-31.57,115.4,-32768.000
-33.04,115.88,29.000
-33.61,116.9,240.000
-33.82,116.96,288.000
-31.87,116.4,317.000
-33.52,116.24,258.000
-33.49,116.24,217.000
-32.62,115.56,-32768.000
-33.43,116.58,322.000
-31.42,115.02,-32768.000
-32.38,115.52,-32768.000
-33.34,116.44,308.000
-31.18,116.58,251.000
-33.91,116.32,262.000
-31.69,116.62,283.000
-33.97,116.44,223.000
-33.55,116.14,145.000
-32.47,115.66,-32768.000
-33.07,115.58,-32768.000
-31.03,116.14,227.000
-33.43,115.04,-32768.000
-32.05,115.3,-32768.000
-32.71,115.72,-1.000
-33.58,115.2,-32768.000
-33.67,116.24,284.000
-31.33,115,-32768.000
-31.84,116.32,266.000
-32.68,115.22,-32768.000
-31.66,116.32,403.000
-32.59,115.96,38.000
-33.43,116.08,314.000
-33.7,115.96,282.000
-31.54,115.7,42.000
-32.05,116.24,240.000
-33.46,115.26,-32768.000
-33.55,116.28,233.000
-31.63,115.74,40.000
-31.78,116.6,241.000
-31.3,115.42,-32768.000
-31.48,116.78,206.000
-31.33,115.02,-32768.000
-31.99,116.44,303.000
-31.48,116.22,332.000
-33.22,115.22,-32768.000
-32.2,116.22,273.000
-33.58,116.48,271.000
-33.37,116.6,266.000
-33.58,115.5,23.000
-31.39,115.06,-32768.000
-33.52,116.6,315.000
-32.71,115.1,-32768.000
-32.74,115.62,17.000
-33.7,115.42,22.000
-32.74,115.32,-32768.000
-33.88,115,165.000
-33.97,115.52,148.000
-31.06,116.88,277.000
-32.38,116.38,349.000
-31.6,116.62,221.000
-32.74,116.62,309.000
-32.35,115.78,0.000
-33.46,116.12,277.000
-31.57,116.52,146.000
-31.63,115.66,-32768.000
-33.61,116.36,246.000
-31.81,116.92,222.000
-33.22,116.12,252.000
-31.66,115.3,-32768.000
-33.07,115.74,6.000
-32.89,115.4,-32768.000
-32.62,115.7,-32768.000
-33.13,115.78,19.000
-33.79,115.88,279.000
-33.28,116.68,286.000
-32.08,116.76,250.000
-33.19,116.32,299.000
-33.34,115.36,-32768.000
-31.15,115.92,200.000
-31.6,115.06,-32768.000
-31.87,116.48,308.000
-31.93,116.86,206.000
-32.56,115.86,8.000
-32.26,116.92,257.000
-33.04,115.5,-32768.000
-32.65,116.78,274.000
-33.28,116.4,288.000
-33.73,116.84,241.000
-32.95,116.06,307.000
-32.89,115.34,-32768.000
-33.85,116.2,261.000
-33.25,115.02,-32768.000
-33.43,115.64,24.000
-31.63,115.96,66.000
-32.47,115.28,-32768.000
-31.33,116.16,276.000
-32.5,115.42,-32768.000
-32.05,116.16,328.000
-32.41,116.98,320.000
-33.28,115.44,-32768.000
-33.67,116.72,232.000
-32.32,116.4,373.000
-32.17,115.72,-32768.000
-31.3,116.3,338.000
-31.54,116.92,258.000
-32.35,115.52,-32768.000
-33.19,116.76,331.000
-33.43,116.62,306.000
-33.16,115.94,219.000
-32.17,116.96,203.000
-32.32,116.6,276.000
-33.97,116,275.000
-33.79,115.1,128.000
-33.88,116.32,281.000
-31.33,116.2,257.000
-32.62,115.56,-32768.000
-31.06,117,303.000
-32.95,115.02,-32768.000
-32.02,116.16,343.000
-32.41,115.48,-32768.000
-32.47,115.96,36.000
-32.92,115.16,-32768.000
-31.33,116.56,236.000
-33.28,116.1,287.000
-32.41,115.34,-32768.000
-31.09,116.72,228.000
-32.95,115.16,-32768.000
-33.58,116.96,238.000
-32.08,115.84,24.000
-33.94,115.36,158.000
-32.59,116.04,290.000
-32.44,115.96,41.000
-32.53,115.88,21.000
-33.94,116.74,311.000
-33.67,115.3,12.000
-32.08,116.12,326.000
-32.08,116.24,367.000
-32.8,117,321.000
-32.35,116.04,259.000
-31.93,116.28,233.000
-32.53,115.16,-32768.000
-33.49,116.32,265.000
-32.11,116.7,266.000
-33.22,115.62,-32768.000
-32.5,115.52,-32768.000
-31.63,115.58,-32768.000
-31.69,116.94,241.000
-32.77,115.6,-32768.000
-33.52,115.52,2.000
